p_name|p_bookID|p_authname|p_date
VIZ Media LLC|26237|Chiho Saito/Be-Pas|2/4/2004
VIZ Media LLC|26239|Chiho Saito|10/1/2003
VIZ Media LLC|26240|Chiho Saito/Lillian Olsen/Be-Papas|3/3/2004
Penguin Classics|26252|Plotinus/Stephen MacKenna/John M. Dillon|6/27/1991
Loeb Classical Library 443|26253|Plotinus/A.H. Armstrong|1/1/1984
Harvest Books/Harcourt|26254|Karl Jaspers/Ralph Manheim|10/23/1974
The New Press|26274|Frances Stonor Saunders|4/1/2001
Fawcett Books|26289|Stephen W. Frey|1/2/2002
Fawcett Books|26292|Stephen W. Frey|12/27/2005
Gallopade International|26296|Carole Marsh|3/6/2006
Carole Marsh Mysteries|26298|Carole Marsh|4/1/2001
Carole Marsh Mysteries|26301|Carole Marsh|4/1/2001
Prima Games|26314|Mark Cohen|11/18/2003
Prima Games|26321|Peter Olafson|9/10/2007
Bantam Books|26324|Daniel Goleman|9/26/2006
Macmillan Audio|26327|Daniel Goleman/Warren Bennis|11/14/2006
Bantam|26329|Daniel Goleman|9/26/2006
Shambhala|26330|Daniel Goleman|1/14/2003
Webster's New World|26344|Yohanan Aharoni/Michael Avi-Yonah|3/17/1993
Random House Trade|26348|Margaret MacMillan/Richard Holbrooke|9/9/2003
Harvard University Press|26384|Xenophon/Edgar C. Marchant/G.W. Bowersock|1/1/1925
Learning Matters|26401|Jane Medwell/David Wray|4/1/2007
McGraw-Hill|26407|Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich|2/1/1965
F. Meiner|26410|Georg Wilhelm Friedrich Hegel|1/1/1994
Plume|26415|Walter Kaufmann|3/1/1975
Schocken|26417|Jean-Paul Sartre/Michael Walzer/George J. Becker|4/25/1995
O'Reilly Media|26420|Eric A. Meyer|11/1/2006
VIZ Media LLC|26422|Hiromu Arakawa/Akira Watanabe|8/14/2007
VIZ Media LLC|26425|Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower|1/10/2006
VIZ Media LLC|26426|Hiromu Arakawa/Akira Watanabe|3/20/2007
Sams|26436|Stephen G. Kochan|7/8/2004
Prentice Hall|26438|Walter J. Savitch|12/1/2004
Addison Wesley|26439|Walter J. Savitch|3/1/2007
Johns Hopkins University Press|26447|Homer/Edward McCrorie/Richard P. Martin|8/23/2005
Johns Hopkins University Press|26448|Homer/Edward McCrorie/Richard P. Martin|4/8/2004
Collins Reference|26449|Thomas Bulfinch/Richard P. Martin|12/24/1991
The Guilford Press|26451|Janette K. Klingner/Sharon R. Vaughn/Alison Boardman|4/12/2007
Penguin Classics|26470|Isak Dinesen/Karen Blixen|10/31/2002
Vintage|26471|Isak Dinesen/Karen Blixen|12/3/1991
Picador|26472|Judith Thurman|10/15/1995
Vintage|26474|Isak Dinesen/Karen Blixen|10/23/1989
University Of Chicago Press|26475|Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born|4/15/1984
Scholastic Paperbacks|26480|Karen Hesse|3/1/2003
Scholastic Press|26481|Karen Hesse/Wendy Watson|8/1/2004
Scholastic Paperbacks|26482|Karen Hesse|2/1/1998
Mariner Books|26503|Erin McKean|10/17/2001
Delacorte Press|26506|Danielle Steel|2/13/2007
Corgi|26511|Danielle Steel|3/4/1999
W.W. Norton & Company|26522|Euripides/Paul Roche|2/17/1974
Pfeiffer & Company|26525|James M. Kouzes|12/1/2004
Firebird Books|26571|Lloyd Alexander|6/10/2002
Ace Books|26573|Richard A. Knaak|7/25/2006
Backinprint.com|26575|Richard A. Knaak|6/1/2000
Wizards of the Coast|26576|Richard A. Knaak/Margaret Weis|2/1/2004
Ace|26578|Richard A. Knaak|9/26/2006
Backinprint.com|26579|Richard A. Knaak|5/1/2000
Plume|26581|A.N. Roquelaure/Anne Rice|5/1/1999
Plume|26583|A.N. Roquelaure/Anne Rice|6/1/1984
Little  Brown Books for Young Readers|26586|Mary Pope Osborne/Homer/Troy Howell|9/1/2003
Little  Brown Books for Young Readers|26587|Mary Pope Osborne/Homer/Troy Howell|9/1/2003
Random House Books for Young Readers|26588|Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca|2/27/2007
Little  Brown Books for Young Readers|26590|Mary Pope Osborne/Troy Howell|7/1/2005
Random House Books for Young Readers|26591|Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca|6/8/2004
Random House for Young Readers|26592|Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca|4/25/2006
Listening Library (Audio)|26593|Mary Pope Osborne/Salvatore Murdocca|8/10/2004
Random House for Young Readers|26595|Mary Pope Osborne/Salvatore Murdocca|6/15/2010
Liveright/W.W. Norton & Company  Inc.|26596|E.E. Cummings/George J. Firmage|4/17/1994
Liveright|26599|E.E. Cummings/Richard S. Kennedy|8/17/2007
Liveright Publishing Corp.|26603|E.E. Cummings/Richard S. Kennedy|8/17/1996
Gibbs Smith|26638|Dennis Slifer/R. Carlos Nakai|4/5/2007
Ballantine Books|26653|Silas House|8/30/2005
Ballantine Books|26654|Silas House|2/26/2002
B Books|26666|Beth Moore|4/1/2004
Teaching Resources|26670|Terry Cooper|6/1/2003
Marvel Comics Group|26673|Garth Ennis|4/1/2004
Luna Books|26689|C.E. Murphy|4/25/2006
Luna Books|26690|C.E. Murphy|4/24/2007
Univ Of Minnesota Press|26695|Antonio Negri/Michael Hardt|12/1/1999
Bloomsbury Academic|26696|Antonio Negri/Matteo Mandarini|5/1/2005
Pluto Press|26697|Timothy S. Murphy/Abdul-Karim Mustapha|7/20/2005
Atria Books|26722|Vince Flynn|10/10/2006
Pocket Books|26723|Vince Flynn|8/28/2007
Center Point|26725|Vince Flynn|1/1/2007
TokyoPop|26738|Ju-Yeon Rhim|3/8/2005
Avery|26748|Mark Fainaru-Wada/Lance Williams|3/1/2007
Vertical|26759|Kōji Suzuki/Glynne Walley|6/6/2006
Harper Voyager|26766|Stephen Leigh|3/1/1998
Silhouette Books|26768|Mary Burton|6/28/2005
Our Daily Bread Publishing|26779|David McCasland/Oswald Chambers|9/1/1998
Bethany House Publishers|26780|Lois Gladys Leppard|5/1/1987
St. Martin's True Crime|26784|Gregg Olsen|6/16/2003
Prentice Hall PTR|26800|Jim Keogh/John Shapley Gray|8/16/2001
Alfred A. Knopf|26805|David Allen Sibley|4/29/2003
Abradale Books/Harry N. Abrams|26821|C.D.B. Bryan|9/1/2001
National Geographic|26827|National Geographic Society|1/19/2010
National Geographic Society|26829|Donald J. Crump/William R. Gray|11/1/1993
Blu|26832|Satosumi Takaguchi|8/1/2006
Blu|26833|Satosumi Takaguchi|10/1/2007
Digital Manga Publishing|26835|Satosumi Takaguchi/Yukine Honami|8/15/2007
角川書店 (Kadokawa Shoten)|26836|Satosumi Takaguchi/Satosumi Takaguchi|2/1/1996
角川書店 (Kadokawa Shoten)|26839|Satosumi Takaguchi/Satosumi Takaguchi|3/1/1997
Time-Life Books|26841|Norman Kolpas/Allan Rosenberg/Chuck Williams/Laurie Wertz|5/24/1999
Time Life Medical|26842|Chuck Williams/Laurie Wertz/John Phillip Carroll|5/24/1999
Harvard University Press|26853|Frederick C. Beiser|10/15/1993
Simon  Schuster/Paula Wiseman Books|26860|Deloris Jordan/Roslyn M. Jordan/Michael Jordan/Kadir Nelson|1/23/2007
Simon & Schuster|26871|Laurence Olivier|12/31/1982
Penguin|26904|Robert Irwin|1/25/2007
Harry N. Abrams|26908|Robert Irwin|4/30/2002
Jonathan Cape|26913|Philip Roth|9/30/2004
Harper Perennial Modern Classics|26919|Russell Banks|3/13/2007
Harper Perennial|26920|Russell Banks|10/11/2005
Babel|26922|Russell Banks/Pierre Furlan|12/29/1999
Harper Perennial|26930|Russell Banks|4/26/1996
Harper Perennial|26931|Russell Banks|1/27/1999
Vintage|26934|Richard Ford|2/4/2003
Penguin Classics|26950|Edith Wharton/Linda Wagner-Martin|9/28/2006
Dover Publications|26968|Nella Larsen|9/15/2006
Caedmon|26973|Zora Neale Hurston/Ruby Dee|11/23/2004
Library of America|26979|Zora Neale Hurston/Cheryl A. Wall|2/1/1995
Hackett Publishing Company  Inc.|26994|Nicholas P. White|6/15/1976
Hackett Publishing Company  Inc.|26996|Nicholas P. White|5/1/1979
Penguin Books|26999|Jasper Fforde|7/26/2005
Penguin Books|27000|Jasper Fforde|2/4/2004
Penguin Books|27001|Jasper Fforde|8/3/2004
Viking Adult|27002|Jasper Fforde|7/24/2007
Penguin Books|27003|Jasper Fforde|2/25/2003
Hodder and Stoughton|27005|Jasper Fforde|7/19/2001
Howard Books|27006|Tim Downs|7/1/2004
Howard Books|27009|Tim Downs|7/1/2003
Tokyopop|27023|CLAMP|4/12/2005
Oxford University Press  USA|27036|Henry Chadwick|6/19/1986
OUP Oxford|27038|Henry Chadwick|7/3/2003
OUP Oxford|27039|Henry Chadwick|5/12/2005
Farrar  Straus and Giroux|27049|Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse|7/31/1996
Fawcett Books|27051|Peter Abrahams|6/25/2002
HarperCollins|27052|Peter Abrahams|4/25/2006
Avon Books|27054|Peter Abrahams|4/1/1986
Tachyon Publications|27059|James Tiptree Jr.|11/1/2004
Orb Books|27066|James Tiptree Jr.|9/1/1994
Routledge|27091|bell hooks|9/14/1994
Debolsillo|27092|Alice Sebold/Aurora Echevarría|10/12/2004
Harvard University Press|27118|Colin      Wells|8/11/1995
NAL|27126|Jen Lancaster|3/7/2006
Worth Publishers|27149|Paul Krugman/Robin Wells|4/6/2007
MIT Press|27150|Paul Krugman|8/21/1997
MIT Press|27151|Paul Krugman|2/24/1997
Pinnacle|27167|P.J. Parrish|2/1/2006
Pinnacle|27168|P.J. Parrish|1/1/2004
Pinnacle|27170|P.J. Parrish|1/1/2001
Pinnacle|27171|P.J. Parrish|1/1/2003
Inner Light - Global Communications|27189|Commander X/Tim R. Swartz|8/20/2012
Tin House Books|27194|Zak Smith/Steve Erickson|11/30/2006
Anchor|27200|Thomas Cahill|7/27/2004
Grove Press|27204|Anonymous/Thomas Cahill|10/29/1999
Dalkey Archive Press|27208|Flann O'Brien/Denis Donoghue|3/1/1999
Free Press|27222|Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson|9/10/1998
HarperCollins|27236|Gregory Maguire/Elaine Clayton|8/18/1999
Shambhala|27243|Marion Woodman/Elinor Dickson|5/6/1997
McGraw-Hill Education|27247|Bill   Phillips|8/1/2006
Ballantine Books (NY)|27252|Donna Woolfolk Cross|6/9/2009
Peter Owen Publishers|27253|Emmanuel Rhoides/Lawrence Durrell|3/1/2000
NAL Jam|27266|Rachel Caine|10/3/2006
Berkley|27269|Ashley Gardner|12/7/2004
The Monacelli Press|27277|Philip Johnson/Toshio Nakamura|5/10/2007
W.W. Norton|27293|Edith Hamilton|2/17/1964
W.W. Norton & Company|27295|Euripides/Aeschylus/Edith Hamilton|11/28/1958
Penguin Books Ltd|27297|Confucius/D.C. Lau|9/27/1979
Washington Square Press|27298|Indu Sundaresan|2/18/2003
Grijalbo Mondadori Sa|27299|Indu Sundaresan/Alberto Coscarelli|4/30/2003
Ballantine Books|27303|Karen Armstrong|8/9/1994
Penguin Books|27304|Karen Armstrong|9/28/2004
Modern Library|27306|Karen Armstrong|8/6/2002
Anchor|27308|Karen Armstrong|2/22/2005
Ballantine Books|27309|Karen Armstrong|1/30/2001
HarperOne|27310|Karen Armstrong|9/10/1993
Ballantine Books|27313|Confucius/Henry Rosemont Jr./Roger T. Ames|9/7/1999
Hackett Publishing Company  Inc.|27315|Confucius/Edward Slingerland|9/15/2003
Vintage|27323|John Hersey|3/4/1989
Vintage Books|27326|John Hersey|3/12/1988
Mariner Books|27333|Rachel Carson/Linda Lear/Edward O. Wilson|10/22/2002
Mariner Books|27345|Paul Brooks/Rachel Carson|10/18/1989
Penguin|27347|Rachel Carson/Bob Hines|4/1/1996
Candlewick Press|27356|Justine Korman Fontes/Geoff Waring|7/12/2005
Grand Central Publishing|27363|William Martin|7/1/1992
Penguin Books|27368|Marianne Williams/Caroline Fitzgerald|1/1/2004
Fawcett|27385|Frank  Graham|6/12/1974
Vintage|27397|Jonathan Harr|8/27/1996
Random House Trade Paperbacks|27398|Jonathan Harr|11/7/2006
Random House Large Print|27399|Jonathan Harr|11/1/2005
Vintage|27404|Anthony  Lewis|4/23/1989
Oxford University Press|27410|Apollodorus/Robin Hard|2/25/1999
Harvard University Press (Cambridge  MA)/Wm Heinemann Ltd. (London)|27411|Apollodorus/James George Frazer|1/1/1921
University of Massachusetts Press|27413|Apollodorus/Selwyn Reginald Cudjoe/Leonard Baskin|9/1/1986
Hackett Publ. Co Inc|27415|Apollodorus/Hyginus/R. Scott Smith/Stephen M. Trzaskoma|3/1/2007
K.G. Saur Verlag|27416|Apollodorus/Richard Wagner|7/15/1998
Oxford University Press|27418|Hesiod/M.L. West|5/13/1999
Kessinger Publishing|27419|Hesiod|6/17/2004
Johns Hopkins University Press|27420|Hesiod/Apostolos N. Athanassakis|6/28/2004
University of Michigan Press|27421|Hesiod/Richmond Lattimore|11/15/1991
University of Oklahoma Press|27422|Hesiod/R.M. Frazer/Mary Sue Roniger|5/15/1983
Clarendon Press|27423|Hesiod/Friedrich Solmsen/Reinholdo Merkelbach|9/13/1990
University of Chicago Press|27424|Hesiod/Daryl Hine|1/15/2005
Farrar  Straus & Giroux|27425|Virgil/David Ferry|5/2/2006
Vintage|27426|Hermann Broch/Jean Starr Untermeyer|1/15/1995
Farrar  Straus & Giroux|27427|Virgil/David Ferry|6/15/2000
Anchor Books|27428|Phillip Lopate|1/1/1994
Anchor|27432|Phillip Lopate|1/15/1997
Anchor|27434|Phillip Lopate|5/10/2005
DK Publishing|27438|Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace|10/4/2004
DK|27440|Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling|10/16/2006
Kregel Publications|27445|J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer|5/9/2006
Scribner|27451|F. Scott Fitzgerald/Matthew J. Bruccoli|6/1/1995
Barnes  Noble Classics|27456|George Eliot/Earl L. Dachslager/George Stade|1/30/2005
Mariner Books|27457|Adam Hochschild|4/1/2006
William Morrow|27473|Zecharia Sitchin|4/3/2007
Harper|27485|Esther Perel|9/5/2006
Anchor Books|27486|Geoffrey Miller|4/17/2001
Basic Books|27491|David M. Buss|6/26/2003
Farrar  Straus and Giroux|27500|Jeffrey Eugenides|9/4/2002
Mariner Books|27503|A.B. Yehoshua/Hillel Halkin|10/4/2004
Simon & Schuster|27507|Bob Woodward/Alice Mayhew|10/11/2004
Simon & Schuster|27511|Bob Woodward|1/1/2002
Simon & Schuster|27514|Bob Woodward|7/1/2005
Simon & Schuster|27515|Bob Woodward|6/6/2000
Simon & Schuster|27516|Bob Woodward/Scott Armstrong|7/1/2005
Houghton Mifflin Harcourt|27520|Virginia Lee Burton|8/30/1999
Tyndale House Publishers|27523|Tim LaHaye/Jerry B. Jenkins|9/1/2000
Tyndale House Publishers|27525|Tim LaHaye/Jerry B. Jenkins|11/18/2003
Tyndale House Publishers|27526|Tim LaHaye/Jerry B. Jenkins|5/20/2002
Thorndike Press|27528|Tim LaHaye/Jerry B. Jenkins|12/3/2005
PublicAffairs|27533|Muhammad Yunus/Alan Jolis|10/16/2003
Bantam|27537|Daniel Goleman|1/4/2000
St. Martin's Griffin|27539|Jeff Hawkins/Sandra Blakeslee|8/1/2005
Touchstone|27540|Travis Bradberry/Jean Greaves/Patrick Lencioni|6/7/2005
Harvard Business Review Press|27541|Karen Berman/Joe Knight/John  Case|1/1/2006
Prentice Hall|27543|Stuart Russell/Peter Norvig|12/20/2002
St. Martin's Press|27548|Wilma Davidson/Jack   Dougherty|6/5/2003
Mariner Books|27550|John             Lewis/Michael D'Orso|10/18/1999
Grand Central Publishing|27557|Christopher Andersen/Christopher Andersen|3/1/1999
DAW|27566|Sharon Green|5/6/1986
Harvest / Harcourt|27574|Amos Oz/Nicholas de Lange|11/1/2005
Harper Perennial|27577|Bernard Lewis|1/7/2003
Basic Books|27578|Peter Woit|9/4/2006
Dutton Books for Young Readers|27579|Kathleen V. Kudlinski/S.D. Schindler|9/22/2005
Keep It Simple Books|27580|Cheri Huber/June Shiver|10/1/2001
William Morrow|27582|J.A. Jance|7/25/2006
Sourcebooks|27584|Jean-Benoît Nadeau/Julie Barlow|5/1/2003
Hal Leonard Pub Corp|27585|William Westney|6/1/2006
Harper Perennial|27586|Michela Wrong|5/28/2002
Vintage|27588|Philip Caputo|5/9/2006
Harvest House Publishers|27590|Margaret Feinberg/Norman Rockwell|7/1/2003
IVP Academic|27599|Peter G. Bolt|12/9/2004
Jossey-Bass|27601|Margaret Thaler Singer/Robert Jay Lifton|4/11/2003
Vintage|27607|Norman Rush|7/13/2004
Vintage|27609|Norman Rush|9/1/1992
TusQuets|27618|John Irving/Carlos Milla Soler|5/1/2006
Signet|27624|E.M. Forster/Benjamin DeMott/Regina Marler|11/6/2007
Chicago Review Press|27626|Michelle Lovric/Lisa Pentreath|9/1/2003
Kessinger Publishing|27627|Paschal Beverly Randolph|3/5/2004
Puzzle-Roca|27647|Julia Glass|11/1/2006
Harper Business|27652|Robert X. Cringely|9/13/1996
Health Communications Inc|27660|Janet Geringer Woititz/Robert J. Ackerman|3/8/2002
Mariner Books|27668|Adam Hochschild|2/10/2006
MacMillan|27669|Adam Hochschild|3/18/2005
New City Press|27674|Augustine of Hippo/Boniface Ramsey/Michael Fiedrowicz|12/1/2005
Harper Voyager|27689|Mary  Stewart|9/7/2004
HarperTorch|27690|Mary  Stewart|11/29/2005
HarperTorch|27691|Mary  Stewart|11/28/2006
Eos|27692|Mary  Stewart|5/1/2003
HarperTorch|27693|Mary  Stewart|11/25/2003
HarperTorch|27694|Mary  Stewart|11/30/2004
Chicago Review Press|27695|Mary  Stewart/Sandra Brown|5/1/2006
HarperTorch|27696|Mary  Stewart|11/30/2004
HarperTorch|27698|Mary  Stewart|11/25/2003
Farrar  Straus and Giroux (BYR)|27719|Michael Ende/Heike Schwarzbauer/Rick Takvorian/Regina Kehn/Regina Jehn|4/17/1995
Viking UK|27724|Michael Ende/J. Maxwell Brownjohn|6/5/1986
Harlequin Presents|27727|Jane Porter|9/24/2004
Gallimard|27737|Eugène Ionesco|10/26/1972
Grand Central Publishing|27747|M.C. Beaton|7/1/2006
Digital Manga Publishing|27763|Narise Konohara/Nanao Saikawa/Douglas W. Dlin|8/9/2006
Penguin Books|27766|Stacy Horn|7/25/2006
Editions Gallimard|27769|Albert Camus|3/1/2005
Alianza Editorial|27776|Albert Camus/Manuel de Lope|9/19/2005
Gallimard|27779|Albert Camus/Catherine Camus|2/11/2000
Gallimard|27780|Albert Camus|4/7/1993
Skylight Paths Publishing|27783|Stuart M. Matlins|2/1/2006
Hackett Publishing Company  Inc.|27785|Jean-Jacques Rousseau/Donald A. Cress/Peter Gray|11/1/1987
Harry N. Abrams|27787|Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory|6/1/2006
Dartmouth College Press|27788|Jean-Jacques Rousseau/Philip Stewart/Jean Vache|10/1/1997
Churchill Livingstone|27798|Ronald J. Faust/Roy F. Cucchiara/Denise J. Wedel/C. Thomas Wass/Stephen H. Rose/Thomas N. Spackman|9/21/2001
Penguin Classics|27800|Johann Wolfgang von Goethe/Philip Wayne|2/28/1960
Dover Publications|27803|Christopher Marlowe/H. Havelock Ellis|8/5/2003
Aladdin|27804|Eric P. Kelly/Janina Domanska|6/1/1999
Cambridge University Press|27812|William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery|10/30/1992
Cambridge University Press|27813|William T. Vetterling/William H. Press/Saul A. Teukolsky|2/7/2002
Cambridge University Press|27819|William T. Vetterling/Saul A. Teukolsky/William H. Press/Brian P. Flannery|11/27/1992
Oxford University Press|27822|Alexander Pushkin/James E. Falen|10/22/1998
Penguin Classics|27823|Alexander Pushkin/Charles Johnston/Michael Basker/John Bayley|4/29/2003
Penguin Classics|27825|Alexander Pushkin/Charles Johnston/John Bayley|12/20/1979
Harry N. Abrams|27826|Alexander Pushkin/Walter W. Arndt|1/16/2009
Princeton University Press|27827|Alexander Pushkin/Vladimir Nabokov|1/21/1991
Princeton University Press|27828|Alexander Pushkin/Vladimir Nabokov|1/21/1991
Basic Books|27829|Alexander Pushkin/Douglas R. Hofstadter|9/11/2000
Dedalus|27831|Alexander Pushkin/Tom Beck|3/1/2006
Wiley|27842|Michael T. Goodrich/Roberto Tamassia|8/1/2005
Addison Wesley Publishing Company|27843|Mark Allen Weiss|2/1/2006
Course Technology|27844|Adam Drozdek|9/24/2004
Prentice Hall|27847|Frank M. Carrano/Walter J. Savitch|8/4/2006
Pearson|27851|Mark Allen Weiss|9/19/1996
Course Technology|27861|Adam Drozdek|6/30/2000
Addison-Wesley Professional|27862|Robert Sedgewick|9/27/1997
Scholastic|27877|Terry Deary|8/19/2005
Scholastic Paperbacks|27880|Dave Luckett|10/1/2003
DAW|27881|Jo Clayton|6/2/1992
Gollehon Books|27883|Diana Wynne Jones|7/1/1997
DAW|27885|Jo Clayton|12/3/1991
Spectra|27889|Angus Wells|10/1/1996
Spectra|27892|Angus Wells|10/6/1995
Farrar Straus Giroux|27897|Peter Handke/Krishna Winston|11/8/2000
HarperCollins (SanFrancisco)|27923|Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray|5/30/2006
Hackett Publishing Company (Indianapolis  IN)|27924|Augustine of Hippo/Vernon J. Bourke|8/1/1978
Tor Books|27932|Roberta Gellis|9/17/2001
Harper|27943|Robert F. Kennedy Jr.|8/3/2004
University of Nebraska Press|27971|Binjamin W. Segel/Richard S. Levy/Sergei Nilus|8/1/1996
Ivy Books|27988|Robert Cullen|10/4/1993
Harper Perennial|27991|Bob Cullen|5/7/2002
Scribner|27999|Annie Proulx|2/10/2000
Scribner|28001|Annie Proulx|6/17/1997
Scribner|28003|Annie Proulx|3/17/1995
Storey Publishing  LLC|28004|Annie Proulx/Lew Nichols|9/8/2003
Atria Books|28012|Martin E.P. Seligman|1/5/2004
Princeton University Press|28022|Mircea Eliade/Wendy Doniger/Willard R. Trask|2/8/2004
Princeton University Press (NJ)|28023|Mircea Eliade/Philip Mairet|6/25/1991
Princeton University Press|28025|Mircea Eliade/Willard R. Trask|11/21/1971
Ohio State University Press|28026|Mircea Eliade/Mac L. Ricketts/Matei Călinescu|8/31/1988
University of Chicago Press|28028|Mircea Eliade/Catherine Spencer|4/1/1995
Waveland Press|28029|Mircea Eliade/Willard R. Trask|6/1/1998
Loyola Press (Chicago)|28052|David J. Hassel|6/28/1990
University of Georgia Press|28053|Rebecca Solnit|3/17/2003
Penguin Books|28054|Rebecca Solnit|3/2/2004
Penguin Books (London)|28055|Rebecca Solnit|6/1/2001
University of California Press|28056|Rebecca Solnit|6/18/2007
Bureau of Public Secrets|28061|Ken Knabb|3/1/2007
Rebel Press|28067|Chris Gray/Larry  Law|4/20/1998
Grand Central Publishing|28074|David Sedaris/Amy Sedaris|10/1/2001
Random House|28078|Sarah Dunant|11/30/2004
