a_authors|a_authrating
Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark|3.91
Hannah Hurnard|4.02
Hans Blumenberg|3.93
Hans Jonas/Lawrence Vogel/Eleonore Jonas|4.24
Hanshan/Red Pine/John Blofeld|4.41
Harlan Coben|4.04428571428572
Harlan Coben/Martine Leconte|3.94
Harlan Ellison|4.03
Harlow Giles Unger|4.37
Harold Abelson/Gerald Jay Sussman/Julie Sussman|4.45
Harold Bloom|3.88
Harold Bloom/Amy Sickels|4.09
Harold Bloom/Harper Lee|4.41
Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris|4.35
Harold C. Livesay|3.25
Harold Coyle|4.07
Harold G. Moore/Joseph L. Galloway|4.31
Harper Lee|4.27
Harper Lee/Sissy Spacek|4.27
Harpo Marx/Rowland Barber|4.41
Harriet Lerner|4.065
Harrison Edward Livingstone|3.22
Harry Crews|3.79
Harry G. Frankfurt|3.57
Harry G. Frankfurt/Baruch Spinoza|3.52
Harry Graham/Frank J. Moore/D. Streamer|3.86
Harry Hamernik|4.02
Haruki Murakami|4.035
Haruki Murakami/Alfred Birnbaum|4.05
Haruki Murakami/Alfred Birnbaum/Jay Rubin|3.86
Haruki Murakami/Ellen Archer/Patrick Lawlor|3.84
Haruki Murakami/Jay Rubin|3.92
Haruki Murakami/Jay Rubin/Philip Gabriel|3.84
Haruki Murakami/Nora Bierich|3.8
Haruki Murakami/Philip Gabriel|3.94666666666667
Haruki Murakami/Philip Gabriel/Jay Rubin|3.84
Haruki Murakami/Ursula Gräfe|4.03
Haruko Taya Cook/Theodore F. Cook|4.34
Harvey Mansfield|3.39
Harvey P. Mandel/Sander I. Marcus/Loral Dean|3.8
Harvey Pekar|4.21
Harvey Pekar/Anne Elizabeth Moore/Esther Pearl Watson/Lilli Carré/Robert Crumb/Chris Ware/Kim Deitch/Jaime Hernández/Alison Bechdel/Joe Sacco/Lynda Barry/Justin Hall/Joel Priddy/Anders Nilsen/David Lasky/Ben Katchor/Rebecca Dart/Ivan Brunetti/Jonathan   Bennett/John Porcellino/David Heatley/Lloyd Dangle/Hob/Gilbert Shelton/Olivia Schanzer/Alex Robinson/Jessica Abel/Seth Tobocman/Rick Geary/Tom Hart/Kurt Wolfgang/Jesse Reklaw|3.87
Harvey Pekar/Dean Haspiel|3.6
Harvey Pekar/Gary Dumm|3.67
Harvey Pekar/Ty Templeton/Eddie Campbell/Hilary Barta|3.71
Haven Kimmel|3.77
Haven Kimmel/Robert Andrew Parker|4.13
Hayao Miyazaki|4.575
Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers|4.59
Hayao Miyazaki/Diana Wynne Jones|4.41
Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers|4.61333333333333
Hayao Miyazaki/Yuji Oniki/Joe Hisaishi|4.51
Hazel Rowley|4.11
Heather Jarman|3.78
Heather O'Neill|3.98
Heidi Baker/Rolland Baker|4.46
Heidi Betts|3.37
Heidi Boyd|3.775
Heidi Fleiss/Libby Keatinge|3.82
Heidi Hayes Jacobs|3.62333333333333
Heidi Murkoff/Arlene Eisenberg|3.77
Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome|3.89
Helen  Cooper|4.02
Helen Ericson|3.84
Helen Fielding|3.53
Helen Fisher|3.94
Helen L. Taylor|4.26
Helen L. Taylor/John Bunyan|4.26
Helen McCarthy|3.93
Helen Vendler|4.185
Helena Grice/Tim Woods|3.7
Hemant Mehta/Rob Bell|3.54
Henepola Gunaratana|4.3
Henning Mankell/Ebba Segerberg|3.97
Henning Mankell/Laurie Thompson|3.85
Henning Mankell/Steven T. Murray|4.07
Henri Blocher|3.68
Henri J.M. Nouwen|4.29333333333333
Henri J.M. Nouwen/Michael    Ford|4.2
Henri J.M. Nouwen/Sue Monk Kidd|4.3
Henry Chadwick|3.8725
Henry David Thoreau|3.925
Henry David Thoreau/Barry M. Andrews|4.75
Henry David Thoreau/Carl Bode|4.18
Henry David Thoreau/Elizabeth Hall Witherell|4.22
Henry Fielding/Doreen Roberts|3.74
Henry James|3.61
Henry James/Alan Hollinghurst/Ezra Pound|3.29
Henry James/Anthony Curtis|3.79
Henry James/Deborah Esch/Jonathan Warren|3.43
Henry James/Gabriel Brownstein/Mary Cregan|3.78
Henry James/Jean Gooder|3.52
Henry James/John Hollander/David Bromwich|4.22
Henry James/Leo Bersani|4.63
Henry James/Leon Edel/Mark Wilson|4.26
Henry James/Myra Jehlen|4.28
Henry James/Patricia Crick|3.78
Henry James/Peter G. Beidler|3.43
Henry James/R.D. Gooder|3.59
Henry James/R.W.B. Lewis|3.8
Henry Jenkins|3.85
Henry Louis Gates Jr./Kwame Anthony Appiah|4.2
Henry M. Sayre|3.73
Henry Miller|3.865
Henry Miller/Jiří Níl|3.68
Henry Miller/Thomas H. Moore|4.22
Henry Mintzberg|3.83
Herbert Asbury|3.62
Herbert Asbury/Jorge Luis Borges|3.6
Herman Melville|3.18166666666667
Herman Melville/Carl F. Hovde|3.5
Herman Melville/G. Thomas Tanselle|3.875
Herman Melville/Harold Beaver|3.62
Herman Melville/Harrison Hayford|4.18
Herman Melville/Harrison Hayford/Hershel Parker|3.5
Herman Melville/Harrison Hayford/Merton M. Sealts Jr.|3.12
Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising|3.11
Herman Melville/Nathaniel Philbrick|3.5
Herman Melville/Robert Faggen|3.77
Herman Melville/Robert Penn Warren|3.77
Herman Melville/Rockwell Kent/Elizabeth Hardwick|3.5
Herman Melville/Tony Tanner/John Dugdale|3.65
Herman Melville/Warner Berthoff|4.04
Herman Melville/William Hootkins|3.5
Herman Wouk|4.05875
Hermann Broch/Jean Starr Untermeyer|4.19
Hermann Hesse|4.0225
Hermann Hesse/Hilda Rosner|3.7
Hermann Hesse/Joachim Neugroschel/Ralph Freedman|4.02
Hermann Hesse/Leila Vennewitz|4.2
Hermann Hesse/Michael E. Roloff|3.85
Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski|4.11
Hermann Hesse/Stanley Appelbaum|4.13
Hermann Hesse/Susan Bernofsky/Tom Robbins|4.02
Hermione Lee|4.26
Herodotus/Aubrey de Sélincourt/Andrew Robert Burn|3.99
Herodotus/Aubrey de Sélincourt/John M. Marincola|3.99
Herodotus/Carolyn Dewald/Robin Waterfield|3.99
Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas|3.99
Herodotus/Henry Francis Cary|3.99
Herodotus/Jennifer Tolbert Roberts/Walter Blanco|3.99
Herodotus/Peter Grene|3.99
Hershel Parker|4.22
Hervie Haufler|4.18
Hervé Guibert/Linda Cloverdale|3.92
Hesiod|3.75
Hesiod/Apostolos N. Athanassakis|3.97
Hesiod/Daryl Hine|3.73
Hesiod/Friedrich Solmsen/Reinholdo Merkelbach|4.06
Hesiod/Glenn W. Most|4.03
Hesiod/M.L. West|3.75
Hesiod/R.M. Frazer/Mary Sue Roniger|3.75
Hesiod/Richmond Lattimore|3.97
Hiawyn Oram/C.S. Lewis/Tudor Humphries|4.25
Hidenori Hara/Hitori Nakano|3.94
Hideyuki Kikuchi/Yoshitaka Amano|4.06
Hilary H. Milton|3.615
Hildegarde Hoyt Swift/Lynd Ward|4.26
Hinako Takanaga|4.15333333333333
Hirohiko Araki|4.26272727272727
Hirohiko Araki/Hirohiko Araki|4.4
Hiroki Endo|4.085
Hiromu Arakawa|4.548
Hiromu Arakawa/Akira Watanabe|4.56583333333334
Hiromu Arakawa/Akira Watanabe/Eric Searleman|4.44
Hiromu Arakawa/荒川弘/方郁仁|4.55625
Hiroyuki Morioka|4.18
Homer|3.86
Homer Hickam|4.14
Homer/Allen Rogers Benner/Mark W. Edwards|4.41
Homer/Andrew Lang|3.86
Homer/Charles H. Wilson|4.5
Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu|3.81
Homer/Edward McCrorie/Richard P. Martin|3.76
Homer/George Herbert Palmer|3.76
Homer/Richmond Lattimore|3.76
Homer/Robert Fagles/Bernard Knox|3.88666666666667
Homer/Robert Fagles/Derek Jacobi|3.86
Homer/Robert Fitzgerald|3.86
Homer/Robert Fitzgerald/Andrew Ford|3.86
Homer/Robert Fitzgerald/D.S. Carne-Ross|3.76
Homer/Robert Fitzgerald/Seamus Heaney|3.76
Homer/Sheila Murnaghan/Stanley Lombardo|3.86
Homer/Stanley Lombardo/Sheila Murnaghan|3.86
Homer/Victor G. Ambrus/Nick McCarty|3.86
Homer/W.H.D. Rouse|3.81
Honoré de Balzac|3.69666666666667
Honoré de Balzac/Donald Adamson|3.99
Honoré de Balzac/Ellen Marriage/George Saintsbury|4.16
Honoré de Balzac/Herbert J. Hunt|3.98
Honoré de Balzac/Rayner Heppenstall|4.06
Hope S. Warshaw/Warshaw Hope|3.42
Horace  Silver|4.27
Horace Walpole|3.18
Horace Walpole/E.F. Bleiler/Walter Scott|3.18
Horace/David   West|4.0
Howard Chaykin|3.34
Howard Chaykin/David Tischman/David Hahn|3.07
Howard Chaykin/David Tischman/J.H. Williams III/Mick Gray/Lee Loughridge|3.38
Howard Chaykin/Michelle Madsen|2.82
Howard E. Covington Jr.|3.91
Howard F. Lyman/Glen Merzer|4.13
Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.|3.93
Howard Korder|3.76
Howard Stern|3.77
Howard W. Stone/James O. Duke|3.67
Howard Zinn|4.2275
Howard Zinn/Kathy Emery/Ellen Gordon Reeves|4.04
Hugh    Miller|3.79
Hugh Bicheno/Richard   Holmes|3.79
Hugh Honour|3.75
Hugh Honour/John Fleming|3.9
Hugh Kenner|4.37
Hugh Laurie|3.68
Humphrey Carpenter|3.965
Hunter Davies|4.1
Hunter S. Thompson|4.015
Hunter S. Thompson/Douglas Brinkley|4.14
Hunter S. Thompson/Ralph Steadman|4.08
Huston Smith|4.10666666666667
Huston Smith/Philip Novak|3.9
Hélène Greven-Borde|4.27
Iain Banks|3.17
Iain Crichton Smith/Isobel Murray|3.88
Iain Levison|3.83
Iain M. Banks|4.087
Iain M. Banks/Irene Bonhorst|4.21
Iain Pears|3.7875
Ian        Martin/Katie Elliott|5.0
Ian Buruma|3.72
Ian Caldwell/Dustin Thomason|3.23
Ian Edginton|2.95
Ian Edginton/D'Israeli|3.87
Ian Edginton/Simon Fraser|4.29
Ian Fleming|3.736
Ian Glasper|3.99
Ian Hemphill/Kate Hemphill|4.25
Ian Jack|3.83
Ian King/Lou Schuler/Frederick Deluvier|3.98
Ian McEwan|3.57
Ian Ogilvy|3.97
Ian Stewart|3.71
Ian Thomson|4.11
Ian W. Toll|4.32
Ian Whybrow/Deborah Allwright|3.53
Igor Stravinsky/George Seferis/Arthur Knodel/Ingolf Dahl|4.11
Ilona Andrews|4.07
Immanuel Kant/Humphrey Palmer|3.94
Immanuel Kant/J.M.D. Meiklejohn|3.94
Immanuel Kant/John T. Goldthwait|3.64
Immanuel Kant/Marcus Weigelt/F. Max Müller|3.94
Immanuel Kant/Mary J. Gregor|4.1
Immanuel Kant/Paul Guyer/Allen W. Wood|3.94
Immanuel Kant/Werner S. Pluhar/Patricia Kitcher/James W. Ellington|3.94
Ina Garten/Melanie Acevedo|4.15
Ina May Gaskin|4.38
Indu Sundaresan|4.04
Indu Sundaresan/Alberto Coscarelli|4.04
Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon|4.39
International Code Council (ICC)|3.445
Ira Levin/Otto Penzler|3.94
Iraj Pezeshkzad/Dick Davis/Azar Nafisi|4.16
Iris Fry|4.02
Iris Murdoch|3.74833333333333
Iris Murdoch/George Steiner/Peter J. Conradi|4.1
Iris Murdoch/Karen Armstrong|3.93
Iris Murdoch/Mary Kinzie|3.92
Iris Murdoch/Peter Reed|3.93
Irvin D. Yalom|4.292
Irvin D. Yalom/Molyn Leszcz|4.17
Irvine Welsh|3.784
Irvine Welsh/Alain Defossé|3.55
Irvine Welsh/Eric Lindor Fall|4.09
Irving John|3.63
Irving Stone|4.07
Isaac Asimov|4.11357142857144
Isaac Asimov/Charles G. Waugh|3.93
Isaac Asimov/Orson Scott Card|4.0
Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox|3.91
Isaac Bashevis Singer|3.75
Isaac Bashevis Singer/Cecil Hemley|4.18
Isaac Bashevis Singer/Herb Johnson|4.37
Isaac Bashevis Singer/Ilan Stavans|4.55
Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse|3.85
Isaac Bashevis Singer/Saul Bellow|4.16
Isaac Bashevis Singer/Saul Bellow/Allegra Goodman|4.16
Isabel Allende|3.91625
Isabel Allende/Madga Bogin/Christopher Hitchens|4.23
Isabel Allende/Magda Botin|4.23
Isabel Allende/Margaret Sayers Peden|3.90428571428571
Isabel Allende/Margaret Sayers Peden/محمدعلی مهمان‌نوازان|3.76
Isabel Allende/Richard D. Woods/Kenneth M. Taggart|3.97
Isabel Allende/Robert Shekter/Panchita Llona|3.64
Isabel Miller/Emma Donoghue|3.9
Isak Dinesen/Karen Blixen|4.045
Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born|4.21
Ishmael Beah|4.16
Ishmael Reed|3.83
Ishmael Reed/Gérard H. Durand|3.82
Italo Calvino|4.08
Italo Calvino/Patrick Creagh|4.07
Italo Calvino/William Weaver|3.89
Italo Calvino/William Weaver/Peter Washington|4.05
Ivan T. Sanderson/David Hatcher Childress|3.73
Ivan Turgenev/Constance Garnett|3.78
Ivan Turgenev/George Reavy/Jane Costlow|3.96
Ivan Turgenev/Leonard Schapiro|3.94
Ivan Turgenev/Richard Freeborn|3.99666666666667
Ivo Andrić/Ernst E. Jonas|4.33
Ivo Andrić/Pascale Delpech|4.33
Ivo Andrić/William H. McNeill|4.33
Iyanla Vanzant|4.23
J. Anthony Lukas|4.28
J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer|4.2
J. Keith Cheetham|3.25
J. Maarten Troost|3.87
J. Martin Evans|0.0
J. Michael Lennon/Lawrence M. Lasher|4.0
J. Michael Straczynski/Dan Jurgens|3.45
J. Scott Duvall/J. Daniel Hays|4.17
J. Torres/Eric  Kim|3.44
J.A. Jance|4.02
J.D. Robb|4.39
J.D. Robb/Laurell K. Hamilton/Susan Krinard/Maggie Shayne|4.07
J.D. Salinger|4.038
J.D. Salinger/Eike Schönfeld|3.8
J.D. Salinger/Rudolph F. Rau|3.8
J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland|3.83
J.E. Bright|3.34
J.G. Passarella|3.71
J.J. Connolly|3.98
J.J. Isler/Peter Isler|3.95
J.K. Rowling|4.51363636363637
J.K. Rowling/Gemma Rovira Ortega|4.57
J.K. Rowling/J.K.羅琳/彭倩文|4.56
J.K. Rowling/J.K.羅琳/皇冠編譯組/張定綺/彭倩文/趙丕慧/林靜華|4.57
J.K. Rowling/Mary GrandPré|4.54833333333333
J.K. Rowling/Peter Needham|4.445
J.K. Rowling/Rufus Beck|4.56
J.K. Rowling/Sevin Okyay|4.42
J.M. Barrie|3.72
J.M. Barrie/Ken Geist|4.08
J.M. Barrie/Michael Hague|4.08
J.M. Barrie/Peter Hollindale|4.015
J.M. Barrie/Tim Curry|4.08
J.M. Coetzee|3.84
J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber|3.69
J.M. Coetzee/David Attwell|4.05
J.R. Hyland|4.0
J.R. Ward|4.325
J.R.R. Tolkien|4.39588235294116
J.R.R. Tolkien/Alan  Lee|4.385
J.R.R. Tolkien/Baillie Tolkien|4.25
J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell|4.5
J.R.R. Tolkien/Christina Scull/Wayne G. Hammond|3.86
J.R.R. Tolkien/Christopher Tolkien|4.05714285714286
J.R.R. Tolkien/Christopher Tolkien/Alan  Lee|3.97
J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith|3.92
J.R.R. Tolkien/Douglas A. Anderson|4.27
J.R.R. Tolkien/Francis Ledoux|3.99
J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien|4.15
J.R.R. Tolkien/Martin Shaw|4.19
J.R.R. Tolkien/Peter S. Beagle|4.215
J.R.R. Tolkien/Rob Inglis|4.515
J.R.R. Tolkien/Wayne G. Hammond/Christina Scull|3.87
J.R.R. Tolkien/托爾金/Alan  Lee/朱學恆|4.4
J.V. Jones|3.86
J.W. Rinzler/Peter  Jackson|4.53
Jack Du Brul|4.12
Jack Dunphy|3.33
Jack Finney|3.96
Jack Frost|4.33
Jack Higgins|3.92
Jack Kerley|3.95
Jack Kerouac|3.785
Jack Kerouac/Ann  Douglas|3.92
Jack Kerouac/Ann Charters|3.79666666666667
Jack Kerouac/George Condo|3.8
Jack Kerouac/Joyce Johnson|3.93
Jack Kerouac/Robert Creeley|3.44
Jack London|4.0675
Jack London/Alex Kershaw|3.82
Jack London/Avi|3.86
Jack London/Ben Bova|4.06
Jack London/Gary Paulsen|3.86
Jack London/Roger Dressler|3.81
Jack London/Wendell Minor|3.86
Jack Meadows|3.8
Jack Vance|3.91909090909091
Jack Vance/Robert Silverberg|3.7
Jack Weatherford|4.11
Jack Williamson|3.605
Jackie French Koller/Rebecca Guay|3.8
Jackson J. Benson|4.19
Jacob Grimm/Wilhelm Grimm|4.3
Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle|4.3
Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham|4.46
Jacob Weisberg/Al Franken|3.37
Jacqueline Ann/Sheila Z.|2.67
Jacqueline Carey|4.102
Jacqueline Harpman/Ros Schwartz|4.09
Jacqueline K. Ogburn/Marjorie A. Priceman|4.27
Jacqueline Winspear|4.09
Jacquelyn Mitchard|3.87
Jacquelyn Reinach/Richard Hefter|4.02
Jacques Derrida/Pascale-Anne Brault/Michael Naas|4.2
Jahan Ramazani/Richard Ellmann/Robert O'Clair|4.23
Jahnna N. Malcolm|3.49333333333333
Jakob Nielsen/Hoa Loranger|3.94
Jakob Nielsen/Marie Tahir|3.74
James    Campbell|4.03
James   Campbell|4.21
James   McBride|4.0025
James   Paul|2.75
James  Hawkins|3.7
James A. Hetley|3.43
James A. Michener|4.05636363636364
James A. Michener/Robert Vavra|3.71
James A. Owen|3.86
James Axler|3.88
James B. South/William Irwin|4.06
James B. Stewart|4.16
James B. Stiff/Paul A. Mongeau|3.31
James Baldwin|4.2875
James Baldwin/Toni Morrison|4.61
James Brian Smith/Richard J. Foster|4.26
James Brodrick|4.09
James C.    Simmons/Marie Rudisill|3.9
James C. Collins/Jerry I. Porras|3.99
James C. Humes/Richard M. Nixon|3.98
James C. Mitchell|3.22
James Campbell/Eric John/Patrick Wormald|4.04
James Clavell|4.01833333333333
James Craig Holte|0.0
James D. Bradley/Ron Powers|4.19
James Daley/Barack Obama/Martin Luther King Jr.|4.3
James Daugherty|3.41
James E. Campbell|5.0
James E. Ingram/Lori Grove|4.5
James Ellroy|3.73666666666667
James Ellroy/Art Cooper|3.59
James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton|3.58
James F. Calvert|4.17
James Fenimore Cooper|3.7
James Fenimore Cooper/Blake Nevius|3.93
James Frey|3.65
James Gleick|3.84
James Graham Leyburn|3.97
James H. Billington|4.54
James H. Cobb/Robert Ludlum|4.01
James H. Cone|4.37
James Hamilton-Paterson|3.77
James Herriot|4.415
James Herriot/Ruth Brown/Peter Barrett|4.45
James Herriot/Victor G. Ambrus|4.4
James Hillman|4.22
James Hilton|3.92
James J. Gibson|4.26
James Joyce|3.67
James Joyce/Craig Raine|3.73
James Joyce/Declan Kiberd|3.73
James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt|3.85
James Joyce/Harry Levin|4.17
James Joyce/Jeri Johnson/Thiên Lương|3.85
James Joyce/Jim Norton|3.61
James Joyce/Langdon Hammer|3.61
James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche|3.85
James Joyce/Robert Scholes/A. Walton Litz|3.85
James Joyce/Seamus Deane|3.61
James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge|3.61
James K. Lowers/CliffsNotes/Voltaire|3.4
James K. Lowers/William Shakespeare/CliffsNotes|3.88
James K. Morrow|3.75
James Kirkwood Jr.|3.75
James Krüss|4.3
James L. Nelson|4.01
James L. Stokesbury|3.95
James Lamar Roberts/CliffsNotes|3.12
James Lamar Roberts/CliffsNotes/William Shakespeare|4.16
James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes|3.72
James Lamar Roberts/Gary Carey|3.5
James Lamar Roberts/Jeffrey Fisher|3.67
James Lamar Roberts/Tennessee Williams/CliffsNotes|3.7
James Lamar Roberts/William Faulkner/CliffsNotes|3.735
James Lee Burke|4.02
James Lincoln Collier/Christopher Collier|3.59
James Luceno|3.84
James Luceno/David West Reynolds/Ryder Windham|4.33
James Luceno/John Goodson/Robert E. Barnes|4.16
James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore|4.31
James M. Cain|3.8
James M. Kouzes|4.05
James M. Kouzes/Barry Z. Posner|4.05
James M. McPherson|4.35
James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen|4.02
James N. Frey|3.905
James Patterson|3.90608695652173
James Patterson/Andrew Gross|3.965
James Patterson/Andrew Gross/Carolyn McCormick|4.02
James Patterson/Howard Roughan|3.68
James Patterson/Maxine Paetro|4.055
James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross|4.04
James Patterson/Michael Garland|3.88
James Patterson/Michael Ledwidge|3.92
James Patterson/Peter J. Fernandez/Denis O'Hare|3.99
James Patterson/Peter de Jonge|3.78666666666667
James Patterson/Roger Rees/Keith David|4.0
James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice|3.5
James Patterson/مریم کاظمی‌تبار|3.99
James Pinocchio/Pablo Fenjves|3.41
James Plath|3.57
James Preller/Jamie  Smith|3.88
James Preller/Jamie Smith/R.W. Alley|3.92
James Preller/John Speirs/James Preller|3.83
James Preller/John Speirs/R.W. Alley|3.81
James Preller/R.W. Alley|3.92
James Preller/R.W. Alley/Jamie  Smith|3.865
James Redfield|3.884
James Redfield/Lou Diamond Phillips|3.64
James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli|3.31
James Salter|3.9
James Scott Bell|4.08
James Shapiro|4.09
James Shreeve|3.83
James T. Farrell/Charles Fanning|3.89
James T. Patterson|3.85
James Tiptree Jr.|4.01
James W. Loewen|3.98
James Wallace/Jim  Erickson|4.11
James Wesley|0.0
Jamie Jensen|3.96
Jamie Lee Curtis/Laura Cornell|4.16
Jamie Oliver/David Loftus/Chris Terry|4.01
Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry|4.07
Jan Frank|3.97
Jan Greenberg/Sandra Jordan|3.94
Jan Guillou/Anna Paterson|4.0
Jan M. Kriebs/Carolyn L. Gegor|4.06
Jan Needle/Patrick Benson/Herman Melville|3.71
Jane Austen|4.2325
Jane Austen/Carol Howard|4.26
Jane Austen/Carol Shields|3.86
Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt|3.89
Jane Austen/Charlotte Brontë/Frances Beer|3.86
Jane Austen/Claire Lamont/James Kinsley|4.07
Jane Austen/Claire Lamont/Ros Ballaster|4.07
Jane Austen/Claudia L. Johnson|4.07
Jane Austen/Deirdre Le Faye|4.16
Jane Austen/Fiona Stafford|4.0
Jane Austen/George Saintsbury/Hugh  Thomson|4.26
Jane Austen/Gillian Beer|4.14
Jane Austen/Hugh  Thomson|4.55
